"custId","predRevenue"
2229,6.68959926917897
2230,6.60665018619822
2232,6.34035930372775
2233,4.99721227376411
2234,6.36302810354046
2236,6.55250788703459
2238,5.95583736946483
2239,6.74523634948436
2240,4.96284463025991
2241,5.44241771052179
2242,6.40357419793482
2243,1.6094379124341
2244,6.47543271670409
2247,6.8001700683022
2248,5.73334127689775
2251,2.83321334405622
2253,6.4085287910595
2255,6.82979373751242
2260,6.17378610390194
2262,5.33753807970132
2263,6.39024066706535
2266,6.22851100359118
2271,6.72142570079064
2272,6.45047042214418
2275,6.43133108193348
2276,5.33753807970132
2279,5.19295685089021
2283,5.89164421182577
2284,6.24610676548156
2285,4.23410650459726
2293,6.59030104819669
2296,6.38856140554563
2299,5.79909265446053
2301,5.0998664278242
2302,6.82546003625531
2303,6.66568371778241
2304,6.36990098282823
2305,5.89164421182577
2309,6.76272950693188
2310,6.16541785423142
2312,5.4971682252932
2314,6.52209279817015
2316,6.24610676548156
2317,5.37063802812766
2320,6.28226674689601
2321,5.55295958492162
2325,6.11146733950268
2327,6.82871207164168
2328,5.34710753071747
2329,5.86078622346587
2331,6.15909538849193
2334,6.48920493132532
2338,5.29831736654804
2339,6.74875954749168
2341,5.00394630594546
2343,6.54534966033442
2345,5.39362754635236
2346,5.50938833662798
2347,6.48004456192665
2348,5.78689738136671
2350,6.1527326947041
2351,6.15060276844628
2360,6.10479323241498
2362,6.29156913955832
2363,6.87626461189077
2365,6.68586094706836
2366,5.41610040220442
2369,6.34035930372775
2374,6.53524127101366
2375,5.15329159449778
2378,5.57972982598622
2382,5.18178355029209
2384,5.31811999384422
2386,6.08449941307517
2387,5.34233425196481
2388,5.7037824746562
2390,5.45958551414416
2391,6.52795791762255
2392,6.06610809010375
2394,6.49677499018586
2397,6.3919171133926
2404,5.43372200355424
2406,6.75460409948796
2410,6.56526497003536
2411,6.24804287450843
2413,6.55961523749324
2414,5.32300997913841
2416,5.4553211153577
2417,5.03043792139244
2418,5.2257466737132
2420,3.87120101090789
2421,6.79122146272619
2423,5.2040066870768
2424,6.48616078894409
2427,4.53259949315326
2429,6.85224256905188
2430,6.77308037565554
2435,4.54329478227
2437,5.03695260241363
2439,5.56068163101553
2440,5.84643877505772
2444,6.31716468674728
2445,4.7361984483945
2448,3.93182563272433
2452,6.52795791762255
2453,6.56103066589657
2455,6.87005341179813
2458,6.88755257166462
2460,5.03695260241363
2462,6.32793678372919
2463,5.89164421182577
2465,6.90173720665657
2470,6.46302945692067
2472,6.4150969591716
2473,6.53813982376767
2474,6.4723462945009
2475,6.14846829591765
2480,5.50533153593236
2481,6.71295620067707
2482,5.75890177387728
2483,5.39362754635236
2484,6.54534966033442
2485,6.16541785423142
2486,6.71052310945243
2488,6.57088296233958
2489,6.21460809842219
2490,5.16478597392351
2491,6.75343791859778
2492,4.81218435537242
2496,6.67329796776765
2497,5.60947179518496
2498,2.63905732961526
2500,6.85329909318608
2503,6.66440902035041
2504,6.02344759296103
2505,5.41610040220442
2506,5.07517381523383
2510,6.36647044773144
2511,6.12686918411419
2512,5.33271879326537
2513,6.25382881157547
2515,6.67708346124714
2516,6.89162589705225
2517,5.19849703126583
2519,6.79122146272619
2521,6.51471269087253
2523,6.36302810354046
2526,6.01126717440416
2527,6.80682936039218
2535,6.82110747225646
2538,5.7037824746562
2539,6.46769872610435
2541,4.52178857704904
2542,6.13122648948314
2544,5.54126354515843
2545,6.89365635460264
2547,4.77912349311153
2548,6.34388043412633
2549,5.03043792139244
2551,4.29045944114839
2559,6.28599809450886
2561,6.75576892198425
2563,6.89770494312864
2565,6.71174039505618
2566,6.81673588059497
2567,6.73815249459596
2569,6.06378520868761
2570,6.05678401322862
2571,4.85981240436167
2572,6.26149168432104
2576,5.94542060860658
2578,5.74620319054015
2580,5.88332238848828
2583,4.17438726989564
2584,4.49980967033027
2585,4.70953020131233
2586,6.40687998606931
2590,6.29156913955832
2595,6.90475076996184
2596,6.38687931936265
2600,5.10594547390058
2604,5.75574221358691
2605,6.11809719804135
2608,4.80402104473326
2614,5.39816270151775
2615,5.65248918026865
2616,6.57368016696065
2620,6.28785856016178
2621,3.2188758248682
2623,6.36302810354046
2631,5.80814248998044
2632,2.07944154167984
2633,4.46590811865458
2639,6.7202201551353
2646,6.05678401322862
2648,6.81892406527552
2650,4.07753744390572
2652,5.07517381523383
2653,6.45362499889269
2655,6.87109129461055
2656,6.85646198459459
2658,5.59098698051086
2661,6.41673228251233
2662,6.8351845861473
2665,5.04985600724954
2666,6.79570577517351
2667,6.04500531403601
2673,6.81014245011514
2674,3.61091791264422
2676,6.4723462945009
2677,6.84161547647759
2679,5.66988092298052
2685,5.96100533962327
2687,6.65929391968364
2689,6.82979373751242
2694,4.62497281328427
2696,6.29894924685594
2697,6.00635315960173
2698,5.91350300563827
2704,5.03043792139244
2706,6.73221070646721
2707,5.14749447681345
2709,5.90263333340137
2710,5.81413053182507
2712,6.01126717440416
2713,6.85540879860993
2714,6.08449941307517
2715,6.03787091992214
2716,4.82028156560504
2717,5.6021188208797
2720,6.07764224334903
2722,5.64544689764324
2723,6.10255859461357
2724,5.94542060860658
2728,6.31535800152233
2730,6.65415252018322
2731,5.8111409929767
2732,6.54391184556479
2733,6.82328612235569
2734,5.27299955856375
2735,6.32256523992728
2738,5.57215403217776
2739,6.0330862217988
2740,6.81563999007433
2743,6.6682282484174
2746,6.4393503711001
2751,4.4188406077966
2754,5.79301360838414
2758,4.56434819146784
2761,6.52649485957079
2764,6.03548143252476
2765,6.22059017009974
2770,6.84054652928869
2774,3.87120101090789
2775,5.78382518232974
2777,5.54126354515843
2781,4.00733318523247
2782,6.56526497003536
2783,6.88448665204278
2784,2.07944154167984
2785,6.51619307604296
2788,6.61873898351722
2794,6.76388490856244
2795,5.50938833662798
2796,6.01615715969835
2797,5.3890717298165
2799,5.86929691313377
2800,4.12713438504509
2801,5.8636311755981
2803,5.95324333428778
2806,5.94017125272043
2807,6.81234509417748
2808,5.78074351579233
2809,6.88959130835447
2810,4.15888308335967
2811,6.83410873881384
2812,5.7037824746562
2817,6.9037472575846
2819,6.67456139181443
2820,6.51471269087253
2822,6.44413125670044
2823,6.70563909486
2825,5.71373280550937
2826,6.49526555593701
2828,5.73334127689775
2829,6.89467003943348
2831,6.41836493593621
2832,6.68336094576627
2836,5.75890177387728
2838,6.72623340235875
2839,4.88280192258637
2840,6.87626461189077
2842,5.80513496891649
2843,6.4118182677099
2844,6.60258789218934
2845,5.13579843705026
2846,6.52649485957079
2847,6.16751649088834
2848,5.64190707093811
2850,5.55682806169954
2855,5.58724865840025
2856,6.86380339145295
2860,6.49072353450251
2861,6.43454651878745
2863,6.79794041297493
2864,5.59471137960184
2867,6.38687931936265
2869,3.76120011569356
2871,5.01063529409626
2872,6.79570577517351
2873,6.41345895716736
2874,6.53524127101366
2875,3.43398720448515
2876,6.68959926917897
2877,6.59030104819669
2879,5.60947179518496
2880,4.38202663467388
2883,6.80682936039218
2885,4.95582705760126
2886,5.8805329864007
2887,6.25382881157547
2889,5.85793315448346
2893,6.65544035036765
2894,3.98898404656427
2895,6.45519856334012
2901,6.3578422665081
2902,6.80350525760834
2907,6.60394382460047
2911,4.15888308335967
2912,4.26267987704132
2913,6.74051935960622
2916,5.92425579741453
2919,4.48863636973214
2920,6.42486902390539
2923,5.48893772615669
2924,6.2363695902037
2926,5.31320597904179
2927,4.70048036579242
2929,4.69134788222914
2930,6.31354804627709
2932,6.29894924685594
2935,6.65929391968364
2941,5.15905529921453
2943,6.69208374250663
2944,5.6937321388027
2945,6.66185474054531
2946,5.96614673912369
2947,6.38856140554563
2949,5.59471137960184
2950,4.77068462446567
2951,6.89162589705225
2954,4.80402104473326
2957,6.45204895443723
2959,6.16541785423142
2960,6.59987049921284
2964,6.5191472879404
2965,6.64639051484773
2968,6.53813982376767
2972,6.7719355558396
2973,6.3578422665081
2974,6.86484777797086
2975,6.73101810048208
2977,6.58617165485467
2979,6.86484777797086
2981,6.81673588059497
2983,6.49375383985169
2984,6.25382881157547
2985,6.4150969591716
2986,6.70686233660275
2989,6.68835471394676
2991,6.10255859461357
2994,6.05208916892442
2995,1.79175946922805
2998,5.55295958492162
3000,6.76503897678054
3002,6.56244409369372
3003,6.83087423464618
3007,6.17170059741091
3010,6.29710931993394
3011,5.36597601502185
3013,5.19295685089021
3014,6.12029741895095
3017,6.82654522355659
3018,5.73979291217923
3019,5.65599181081985
3020,6.76503897678054
3021,5.46806014113513
3025,6.45362499889269
3027,6.34738920965601
3028,4.15888308335967
3031,6.20253551718792
3032,6.84587987526405
3033,6.40522845803084
3034,6.65544035036765
3038,6.48768401848461
3040,6.26530121273771
3041,5.4971682252932
3042,6.75925527066369
3048,6.59987049921284
3051,6.81892406527552
3054,4.94875989037817
3062,5.23644196282995
3064,6.87316383421252
3065,6.00881318544259
3068,6.77422388635761
3069,5.91889385427315
3071,6.70318811324086
3072,6.18620862390049
3073,5.56068163101553
3078,6.54678541076052
3081,2.39789527279837
3082,5.95324333428778
3083,6.22257626807137
3084,6.84268328223842
3085,6.06842558824411
3086,6.76388490856244
3087,6.55250788703459
3089,5.68357976733868
3090,5.73979291217923
3092,6.7428806357919
3093,6.43454651878745
3095,6.64378973314767
3097,5.19295685089021
3102,5.41164605185504
3103,4.91998092582813
3104,6.74641212857337
3106,3.87120101090789
3107,6.70073110954781
3109,6.07304453410041
3113,6.25958146406492
3114,6.81124437860129
3115,6.35088571671474
3122,6.61069604471776
3123,6.22059017009974
3127,6.2803958389602
3128,5.73334127689775
3131,4.59511985013459
3134,6.41345895716736
3136,6.18620862390049
3140,5.80211837537706
3141,6.17378610390194
3142,5.48893772615669
3147,5.52942908751142
3149,6.73221070646721
3151,5.54126354515843
3153,6.87523208727658
3154,5.59098698051086
3159,2.99573227355399
3161,6.13122648948314
3162,4.53259949315326
3165,5.05624580534831
3168,6.19236248947487
3169,5.95064255258773
3171,6.65027904858742
3172,6.25382881157547
3173,5.33753807970132
3174,6.79122146272619
3176,6.85751406254539
3177,6.62007320653036
3178,6.10255859461357
3179,6.14203740558736
3180,4.61512051684126
3181,6.00635315960173
3185,6.05443934626937
3192,6.52649485957079
3193,5.46383180502561
3194,6.361302477573
3195,6.61204103483309
3198,4.71849887129509
3205,6.78897174299217
3207,5.13579843705026
3208,4.969813299576
3209,6.60800062529609
3212,3.68887945411394
3214,5.97635090929793
3216,5.58724865840025
3217,6.84374994900622
3218,6.27852142416584
3221,6.69579891705849
3222,1.6094379124341
3223,5.98141421125448
3224,6.05678401322862
3225,6.40191719672719
3226,6.77308037565554
3228,6.05208916892442
3229,6.37672694789863
3230,6.4118182677099
3232,6.81124437860129
3234,6.75693238924755
3235,6.86589107488344
3236,6.76272950693188
3237,6.49223983502047
3239,5.56452040732269
3240,6.4393503711001
3241,5.91350300563827
3242,3.46573590279973
3244,5.55682806169954
3247,5.60947179518496
3248,6.41836493593621
3249,5.91350300563827
3250,5.39362754635236
3251,3.36729582998647
3254,5.26269018890489
3255,6.68210859744981
3256,6.62539236800796
3257,6.25575004175337
3258,5.73657229747919
3259,6.60394382460047
3261,6.90274273715859
3264,5.82600010738045
3267,5.77144112313002
3268,4.44265125649032
3274,4.45434729625351
3276,6.79346613258001
3278,6.10479323241498
3279,6.74405918631135
3280,5.97888576490112
3281,4.54329478227
3284,3.43398720448515
3285,5.08140436498446
3287,6.01615715969835
3289,6.52649485957079
3291,5.71042701737487
3296,5.88610403145016
3297,6.3919171133926
3298,4.83628190695148
3301,5.42934562895444
3302,5.35185813347607
3304,6.04973345523196
3307,6.33327962813969
3308,6.2803958389602
3312,6.74641212857337
3313,6.37672694789863
3314,6.85118492749374
3315,4.71849887129509
3318,5.90808293816893
3320,6.62140565176413
3321,6.9037472575846
3322,4.82028156560504
3323,6.30991827822652
3326,5.87493073085203
3330,3.52636052461616
3331,6.74170069465205
3336,5.65248918026865
3339,6.76272950693188
3341,6.26530121273771
3344,6.00388706710654
3346,6.68710860786651
3349,5.75890177387728
3351,4.88280192258637
3352,6.60800062529609
3354,6.29526600143965
3355,4.80402104473326
3362,5.27299955856375
3363,4.97673374242057
3367,6.54678541076052
3371,6.83625927727707
3373,4.85981240436167
3375,6.11809719804135
3378,5.25227342804663
3380,6.82654522355659
3381,6.15060276844628
3389,5.25749537202778
3393,3.85014760171006
3394,6.49375383985169
3396,5.49306144334055
3397,6.64118216974059
3398,6.49526555593701
3402,6.70808408385307
3404,5.49306144334055
3405,6.09356977004514
3406,5.8111409929767
3407,6.72982407048948
3408,4.06044301054642
3409,6.83195356556585
3412,6.82871207164168
3413,5.79301360838414
3418,6.83947643822884
3419,6.40522845803084
3420,5.05624580534831
3421,6.8001700683022
3423,6.77078942390898
3424,6.27287700654617
3428,5.60947179518496
3429,6.72503364216684
3431,6.01615715969835
3433,6.24997524225948
3435,6.05678401322862
3438,6.81124437860129
3441,6.22851100359118
3442,6.87212810133899
3446,6.51767127291227
3447,5.04985600724954
3448,6.07304453410041
3449,3.63758615972639
3452,6.82979373751242
3455,5.63121178182137
3457,6.8001700683022
3458,3.36729582998647
3460,6.1463292576689
3461,4.40671924726425
3464,6.44413125670044
3465,5.94803498918065
3468,6.41673228251233
3470,5.82008293035236
3473,6.52795791762255
3474,6.75110146893676
3475,5.72358510195238
3478,6.2363695902037
3480,2.63905732961526
3488,4.87519732320115
3491,6.62936325343745
3493,6.00388706710654
3494,6.74993119378857
3495,6.66057514983969
3496,6.41345895716736
3498,6.5410299991899
3500,4.969813299576
3501,4.98360662170834
3503,5.605802066296
3507,6.50128967054039
3512,6.61606518513282
3515,6.58063913728495
3516,6.25190388316589
3517,5.44241771052179
3518,6.66695679242921
3520,5.61312810638807
3521,6.85329909318608
3522,6.41999492814714
3525,5.78382518232974
3528,6.49223983502047
3529,6.06145691892802
3532,5.76832099579377
3534,5.5683445037611
3535,6.24997524225948
3536,6.33682573114644
3540,6.89568269774787
3542,5.8348107370626
3543,5.97635090929793
3544,5.4249500174814
3547,6.49677499018586
3552,6.02344759296103
3553,6.21060007702465
3554,6.64768837356333
3555,4.04305126783455
3556,6.21860011969173
3558,4.11087386417331
3559,5.59842195899838
3562,5.53338948872752
3566,5.14749447681345
3570,4.65396035015752
3572,5.37527840768417
3573,6.89871453432999
3574,6.80682936039218
3577,6.86693328446188
3580,5.99645208861902
3582,6.68959926917897
3584,5.93489419561959
3587,5.32300997913841
3588,6.14418563412565
3590,6.74051935960622
3592,6.17170059741091
3595,6.82001636467413
3596,5.93753620508243
3597,5.4971682252932
3599,6.60800062529609
3600,6.84481547920826
3601,6.5510803350434
3602,6.5366915975913
3603,6.09807428216624
3604,6.72262979485545
3605,5.97380961186926
3613,5.59842195899838
3617,6.4707995037826
3618,6.64248680136726
3620,4.55387689160054
3621,6.40191719672719
3622,6.61338421837956
3625,6.42971947803914
3628,6.52502965784346
3629,4.84418708645859
3630,6.41345895716736
3632,6.42162226780652
3633,6.16120732169508
3634,5.19295685089021
3635,5.31320597904179
3636,4.82028156560504
3637,6.86693328446188
3638,6.79682371827486
3640,6.53233429222235
3643,6.82219739062049
3645,5.91620206260743
3648,6.62140565176413
3649,6.0591231955818
3650,5.31811999384422
3651,6.89162589705225
3652,0
3654,5.59842195899838
3655,6.76849321164863
3659,6.73340189183736
3660,5.60947179518496
3661,6.06610809010375
3662,6.2363695902037
3664,6.32435896238131
3667,4.88280192258637
3668,5.45958551414416
3670,6.61338421837956
3671,6.81892406527552
3672,4.52178857704904
3673,6.38687931936265
3675,6.35437004079735
3676,6.15060276844628
3678,6.42971947803914
3679,2.39789527279837
3681,6.48004456192665
3683,1.6094379124341
3685,6.25382881157547
3687,6.76272950693188
3690,5.77455154554441
3691,6.07073772800249
3692,6.84906628263346
3693,6.88653164253051
3694,5.89715386763674
3695,6.10924758276437
3697,6.15060276844628
3698,4.0943445622221
3700,6.61606518513282
3702,5.30330490805908
3703,5.38449506278909
3705,6.74523634948436
3706,3.91202300542815
3710,6.41345895716736
3711,5.99146454710798
3712,5.63835466933375
3713,6.61472560020376
3716,6.30078579466324
3718,6.3456363608286
3720,6.86484777797086
3721,6.87212810133899
3724,6.78784498230958
3726,6.84906628263346
3729,4.20469261939097
3730,6.87005341179813
3733,3.3322045101752
3734,4.97673374242057
3735,5.5683445037611
3739,5.97126183979046
3740,6.5510803350434
3742,6.61472560020376
3743,6.5424719605068
3748,4.57471097850338
3749,5.71042701737487
3751,3.8286413964891
3753,6.68835471394676
3754,6.25190388316589
3758,6.75576892198425
3759,6.61740297797448
3760,6.30627528694802
3761,6.56244409369372
3762,6.10255859461357
3764,6.17586727010576
3766,6.7990558620588
3767,3.68887945411394
3770,5.6970934865054
3771,6.56103066589657
3772,6.88550967003482
3774,6.12905021006055
3775,5.74300318780948
3777,6.4831073514572
3778,5.50125821054473
3779,6.52941883826223
3780,3.95124371858143
3783,5.04342511691925
3784,6.45362499889269
3787,6.75925527066369
3789,6.41017488196617
3791,6.89365635460264
3794,6.25766758788264
3795,6.24610676548156
3797,6.61338421837956
3798,6.4723462945009
3799,6.68210859744981
3800,5.93224518744801
3801,4.67282883446191
3803,2.07944154167984
3805,6.07764224334903
3806,6.57786135772105
3808,5.58724865840025
3811,6.52795791762255
3814,5.75574221358691
3815,6.11146733950268
3818,6.31354804627709
3819,6.66185474054531
3821,5.0998664278242
3822,3.55534806148941
3824,5.73979291217923
3825,6.10255859461357
3826,6.28226674689601
3827,6.90073066404517
3828,5.73009978297357
3829,2.07944154167984
3830,5.92692602597041
3833,5.6937321388027
3834,5.86929691313377
3836,6.19847871649231
3837,6.78784498230958
3838,6.51323011091231
3839,6.5424719605068
3840,4.66343909411207
3842,6.59304453414244
3844,6.32435896238131
3849,6.52941883826223
3850,4.26267987704132
3853,6.19236248947487
3856,5.90808293816893
3859,5.97380961186926
3860,4.70953020131233
3864,6.3261494731551
3866,6.66949808985788
3867,6.88653164253051
3869,5.58724865840025
3870,3.3322045101752
3872,5.73657229747919
3873,6.0282785202307
3874,6.19236248947487
3877,5.83188247728352
3879,3.52636052461616
3881,5.14166355650266
3882,6.30078579466324
3885,6.40522845803084
3887,6.77650699237218
3889,5.26269018890489
3892,6.24027584517077
3893,6.40191719672719
3894,6.62273632394984
3896,6.39859493453521
3898,3.40119738166216
3900,6.09582456243222
3901,5.2040066870768
3904,6.361302477573
3908,6.62273632394984
3913,6.15697898558556
3914,6.73933662735717
3915,4.71849887129509
3917,6.55961523749324
3918,6.57786135772105
3919,6.57646956904822
3920,0.693147180559945
3923,6.51767127291227
3926,4.23410650459726
3928,6.42162226780652
3929,4.07753744390572
3932,5.34710753071747
3933,6.55961523749324
3935,6.67834211465433
3937,6.61338421837956
3938,6.04263283368238
3941,5.39816270151775
3942,5.82008293035236
3945,5.33753807970132
3946,6.63068338564237
3952,1.6094379124341
3953,6.49677499018586
3957,4.30406509320417
3959,6.38687931936265
3960,5.87211778947542
3961,6.07534603108868
3962,4.98360662170834
3963,4.63472898822964
3964,3.8286413964891
3966,6.32256523992728
3968,6.70073110954781
3969,6.4707995037826
3970,5.54126354515843
3971,5.20948615284142
3972,6.27852142416584
3973,6.81454289725996
3976,6.361302477573
3977,6.13772705408623
3979,4.89034912822175
3980,6.5410299991899
3981,5.99396142730657
3982,5.82304589548302
3985,6.74641212857337
3986,6.78558764500793
3987,5.06259503302697
3988,6.02586597382531
3989,6.33150184989369
3991,1.09861228866811
3992,6.82762923450285
3994,6.66568371778241
3997,6.50128967054039
4000,6.51323011091231
4001,6.68586094706836
4002,5.82894561761021
4004,6.85224256905188
4007,5.24174701505964
4009,6.37161184723186
4011,4.0943445622221
4012,4.47733681447821
4013,6.20253551718792
4015,6.31354804627709
4017,6.78219205600679
4018,6.79346613258001
4022,6.2803958389602
4023,6.52209279817015
4027,6.31173480915291
4028,6.16120732169508
4030,6.19440539110467
4032,5.8348107370626
4033,6.40357419793482
4034,6.17170059741091
4035,5.73009978297357
4038,6.77536609093639
4039,5.33753807970132
4041,0
4042,6.82546003625531
4044,6.880384082186
4048,5.56452040732269
4053,6.8501261661455
4054,6.76388490856244
4056,6.65157187358973
4059,3.66356164612965
4060,6.00881318544259
4061,6.46769872610435
4062,5.87773578177964
4064,6.2363695902037
4068,6.02344759296103
4069,6.25766758788264
4071,5.21493575760899
4072,5.01063529409626
4073,3.52636052461616
4075,5.46806014113513
4078,5.11198778835654
4079,6.03548143252476
4081,5.33753807970132
4085,2.89037175789616
4086,4.60517018598809
4087,5.14749447681345
4088,6.8627579130514
4089,6.82654522355659
4090,6.4723462945009
4093,6.39526159811545
4095,5.19849703126583
4096,6.65286302935335
4098,6.81234509417748
4099,6.05208916892442
4102,5.72358510195238
4103,6.12249280951439
4105,6.46614472423762
4106,5.49306144334055
4107,5.14749447681345
4108,6.47543271670409
4112,6.67076632084587
4114,6.6682282484174
4115,4.49980967033027
4116,4.11087386417331
4117,3.2188758248682
4119,6.85856503479136
4120,5.98141421125448
4122,5.90263333340137
4124,6.37161184723186
4125,5.88332238848828
4127,6.60934924316738
4128,6.24416690066374
4129,6.07534603108868
4130,5.15329159449778
4131,6.33859407820318
4133,4.65396035015752
4135,6.07993319509559
4138,5.54126354515843
4143,6.18208490671663
4144,6.90675477864855
4149,4.29045944114839
4150,6.82437367004309
4151,4.17438726989564
4152,6.15697898558556
4153,4.97673374242057
4155,5.47227067367148
4157,6.84800527457636
4158,6.46769872610435
4159,6.14203740558736
4160,6.76734312526539
4170,6.74405918631135
4171,5.58724865840025
4173,3.73766961828337
4175,4.93447393313069
4176,6.25575004175337
4177,6.13556489108174
4178,6.70441435496411
4179,6.32256523992728
4180,6.90173720665657
4181,6.8001700683022
4182,5.74939298590825
4183,6.8330317327862
4184,4.47733681447821
4185,5.37527840768417
4187,5.74620319054015
4188,5.2257466737132
4189,4.94875989037817
4190,6.49828214947643
4191,6.39359075395063
4193,3.55534806148941
4197,6.11809719804135
4198,5.62762111369064
4199,6.50279004591562
4200,6.20859002609663
4202,6.28599809450886
4205,4.68213122712422
4209,4.48863636973214
4210,5.57594910314632
4212,6.37331978957701
4213,6.70686233660275
4214,5.99645208861902
4215,6.3818160174061
4217,6.84694313958538
4218,6.77078942390898
4220,5.605802066296
4221,3.61091791264422
4222,6.75576892198425
4224,6.85646198459459
4225,6.43294009273918
4230,4.82028156560504
4231,6.06378520868761
4235,4.44265125649032
4236,6.4085287910595
4238,6.36302810354046
4239,5.52942908751142
4242,6.29710931993394
4245,4.75359019110636
4247,6.69084227741856
4248,6.60665018619822
4251,6.75227037614174
4252,6.0282785202307
4254,4.72738781871234
4260,5.99146454710798
4262,6.5366915975913
4263,6.02344759296103
4264,5.3890717298165
4267,5.52942908751142
4269,6.58617165485467
4273,4.06044301054642
4276,6.90173720665657
4282,6.18826412308259
4285,6.15909538849193
4286,6.38856140554563
4289,6.26149168432104
4290,6.24222326545517
4291,5.03043792139244
4293,6.49978704065585
4295,6.59850902861452
4296,1.6094379124341
4297,6.46302945692067
4298,6.5424719605068
4299,4.96284463025991
4300,6.5875500148248
